@relation newArff

@attribute Sms string
@attribute class{'spam', 'NotSpam'}

@data
"selamat sim card anda pilih jadi menang dari pesta isi ulang ptmtronik pin hadiah rseajjr informasi _url_",spam
"kami bantu cara legalhukum sd bi checking pntupan kkkta cara cicil ssuai kmmpuanbunga 0lunas dscnt atas 50hub rahma 085218215767wa 08578 - 08578177398",spam
"mau cepat gift paketextra kuota internet tidak mau ribet isi ulang pulsa download saja aplikasi mycare smuanya jadi mudah install di _url_",spam
"selamat anda resmi ndpt hadiah rp100jt dari ptmtronik pin andam248k81 uinfo lanjut kilk di _url_ - _url_",spam
"nasabah yth di minta menghub bri perihal rekening anda dapat cek tunai rp27jt kode cek 0 - 0599875 info klik _url_",spam
"berkat isi ulang pulsa noanda trplh bagai menang ke - 2 mndptkn hadiah cek tunai rp100jt dri ptm - kios pinm248k81 silah cek di _url_",spam
"ieu _url_ meuliken heula pulsa 10 ribu di nomor anyar 085338539447 ieu nomor nya ayena nyapenting engke digantian",spam
"langgan yth noanda resmi pilih bagai menang ke - 2 dari undi ptm - kios pin anda jjmrajj silah cek hadiah anda di _url_",spam
"b p k b mobiltruk nganggur jadi solusi uang saja kami finance tbk besar rate murah cair 3 hari tdk cek bi lagi hub anton 082123138899081513377899",spam
"apa impi andawujudkan skrng juga kta mulai dari rate 099hub linda 085718635107 082299256 - 08229925616 maaf jika ganggu",spam
"info kta bantu uang anda tanpa jamin 10 - 300 jt rate 11 syrt ktpkrt kreditcepatmudah legal nanda0857 8011 9097",spam
"perlu tambah modal usaha jamin bpkb mbltruk 200 - 200up rate rdahproses cptfinance resmi bpkb amanbs take over hub sany 085776931517082 - 08240844448",spam
"sekarang anda bisa wujud impi lebih besar kta rate mulai dari 099 proses cepat mudah cepat buktikanhub nova 0857778 - 08577781654 08224824274 - 08224824 - 0822482474",spam
"info hadiah pt - mkios 2016 simcardanda pilih bagai menang ke - 2 dari pt - mkios pinm248k81 uinfo cek hadiah anda hanya di _url_ - mkios - _url_",spam
"slamt nosimcard tri anda terplih mraih cek rp35jt program kejut isi ulang pulsa pin25as9779 uinfo klik w3 - _url_",spam
"surat putus resmi dari ptm - kios anda pilih bagai menang ke - 4 pin ijhjgkjg uinfo cek pin menang anda di _url_ - _url_",spam
"maafaq wawa butuh biaya bisa kencan pin_26572ec - 2657 - 2657ec terimakasih",spam
"bunga 111 proses cptjangka waktu fleksibles sd 3thmin rojt sd rsojt syrt krt kredit bpkb mbl min th - th005 hub 0856927229 - 08569272297 081 - 08119841053 _url_",spam
"promo jelang lebaran jminkan b p k b mobil rate mulai 08 dana cair mxcepattbk cabang seluruh indonesia mariani 08 - 08337550478 085888 - 08588816050",spam
"jika anda masalah dengan ccktatidak mampu bayarstres dgn kolektor lunas disc 50sd75 hub mulyanih 081315596868081905693377 legal",spam
"selamat anda pilih bagai menang hadiah indosat ooredoo edisi ramadhan degnan no pin87ch311d2 utk informasi hadiah klik wundianindosat - _url_",spam
"pesan resmi kantor pusat ptmkios ucap slmtnoanda resmi raih hadiah ke - 2 pinm248k81 cek pin anda di _url_ - _url_",spam
"maaf lewat sms apabila kontraknnya msih mau di lanjut pembayaranya lewat adik saya pak ames nomor hp 085 - 08513777519 soal sudah saya pindah tangan kan sma dia",spam
"brmslh kkrdtkta kmi ada 2 solusi 1mncicil ringan 2plnasan disc 30 - 70 sarah 02199090013081617777369",spam
"biyang atas masalah wajah jerawat keriput dll perut buncit gemuk nai payudara bokong mnyamarkn bekas luka 08569777444 - 08569777444 pin 2a6d3 - 305",spam
"maaf kami sudah hubung tapi tidak sambung nomor anda hasil raih hadiah ke - 2 dari ptm - kios pinm248k77 cek hadiah diwpesta - _url_",spam
"asssy brminat dgn rumahkost yg mau sewa bpkibu yg sdh sy surveytp sy tlpon susah masukutk msa hrga lgsung aja hub ayah sy 08575769 - 08575769899 drbudi",spam
"bang mandiri annasikhatul mubasitoh nomor rek1560011474204",spam
"nasabah bri ythno rekening anda dapat cek tunai rjjt dari bank bri kode triple cek anda 0 - 0599875 uinfo klik winfoundianbri - _url_",spam
"hai saya f tawar sewa mobil avanza inova elf fortuner jkt 0811361197 - 0811361197 sby 08 - 08145534000 pin raegbeca playstore e - trans discount up 20",spam
"info pinjam dana tunai kta rojt sd rsojt proses cepat syarat foto copy kartu kriditktpnpwpcovertabungan hub dandi 08577192716 - 0857719 - 0857719716 wa 08176466015",spam
"anda bth dan di tunicukup jamin bpkb mobil andaproses cepatnon bi checkingdata lengkap 1 - rhr cairamanbisa take overhub liza 08121 - 08121044437 bbm 5369 - 536950f",spam
"ini rekening bang bni 0449 913 851an amran sanjaya",spam
"berkat isi ulang _url_ no anda pilih mndpt hadiah ke - 4 dari ptm kiospinm7h7r47 informasi _url_ - _url_ atauhbu08 - 08345758484",spam
"berkar pengisiang pls _url_ mndpatkan hadiah ker dari ptmkios rp ijsjt kode pin andah m - m48k81 informasi klik wisiulang - _url_",spam
"butuh tambah modal usaha hy bpkb mbltruk prses cpt finance resmi bpkb pasti aman bisa takeover masih bjln hub lim 0857700 - 08577009405 087775557115 082299 - 08229915199",spam
"untuk masalah bayar belum di bayar di transfer harap hub atas sya bpksudarmaji di no hp 085871749995 soal nya ada ubah bayar",spam
"hya 10 org prtma dptkn bunga mulai dari 08 non bi - checking proses 1hrcair 85 jamin bpkb mobil trmurahtrpercaya mariani 08 - 08337550478 085888 - 08588816050",spam
"ini pin baru - fatmah imvit syang yahc24e5e2ad",spam
"mhn maaf pakbu jk bth danatunai agnan bpkb mblmtrbs t - over mobil jk masih krdtno bi cek rhr cair hub dhika 0823 - 08238699549 rama 082 - 08211003747 wa 0857116657",spam
"pesan resmi mkios selamat nomor anda mndptkan hadiah cek tunai rp100 juta pin code menang jyjrbkgz info klik wsemarak - hadiah - _url_",spam
"bantu tutupnegosiasi kkktadgn cara cicil smampunya bunga 0atau discon35 - 85tdk blist bihubnadya 081586016809",spam
"terima kasih anda telah hasil laku transfer pulsa besar rp 100000 ke nomor 6281245 - 628124569193 tarif rp 1500 info cs 188",spam
"bpkbu aryo dwito arm bth modal usaha bpkb mobil data bagus 1 hr pasti cair bs pinjam sd sm ketik merek mobil - tipeth mobilalamat hub 0852 - 08525564603 ika",spam
"pesan resmi dari pt m - kios selamat _url_ m - dapat hadiah cek tunai rp100jt pin menang anda mrabkbi uinfo kunjunggi wlayanan - m - kios - _url_",spam
"invite temnq yani cantk dan cute pin bb reigcbbc no hp 08 - 08311116779",spam
"pinjaman_kta rp - p0jt - roojt cicilntetaptanpajaminan bunga111 proses_3hariinfolengkap syarat dan proses hub 081311318 - 08131131865 bbm rbidadje tika",spam
"hanya 10 org pertama proses dptkn rate mulai 08 dana baik 85 proses ihr non bi - checking jamin b p k b mobil anda lucy 08521357727 - 085213577 - 0852135777 085716357818",spam
"dana tunai gadai bpkb mobilmotor no bi checkingprovisi 0bunga rendah tenor manya 4 thn 30 menit cair syarat mudah ali 082218000912wa085793097 - 08579309705 diaorosd",spam
"ptindosat sampai bahwa anda trpilih bagai tenang undi indosat 2016 no pin25nh47af uinfo klik _url_",spam
"barangkali bpkibu minat kartu perdana indosat iodigit prabayar 0816 - 585 - 291 rp 300000 - kartu kirim dulu bayar via transfer telah kartu sampai",spam
"kami bantu tutup cckta 1dicicil sesuai mampu 2discount lunas 50 sd 80 legal bi checking aman handle colector hub kirana 083877985764",spam
"pesan resmi dari ptm - kios berkat isiulang _url_ raih hadiah ke - 2 pin menang anda m - m84k81 uinfo pin anda di whadiahpt - _url_",spam
"maaf kena masalah bayar kalau mau di bayarharap lansung menhubungi atas saya saja bapak muamar di nomor hp085659595984 di telepon atau sms beliau",spam
"maaf kmi sdah hubung tapi tdak sambung noanda resmi raih hadiah ke - 2 dari ptmkios pin mrabkbi uinfo hadiah klik _url_ - _url_",spam
"butuh pinjam dana tunai jamin bpkb mbltruck bunga saing leasing percaya proses cepat bisa take over hub nessa 085890511635",spam
"kami bantu tutup cckta cara cicil bunga 0lunas discount maksimal 30 - 70 clear bi cheking hubkhoirul 081289 - 08128949888 legal",spam
"personal lo bunga 11 hingga roojuta syarat ktp dan kartu _url_ callwa cindy 081517008916",spam
"uang di kirim rekening ini saja bang mandiri 1 - 190 - 0108 - 507 - 507 - 1 an budi kurnia",spam
"slmt noanda men - dapat hadiah mobil toyota yaris dari undi indosat edisi 2016 pin menang anda 8jf - 8jf177 informasi kunjung _url_",spam
"pada saat hp kamu bunyi kamu buka hp kmtrs kamu buka sms ini dan kamu baca sms initerus telepon nomor baru aku di 08091 - 0809134500 no senya dan sara yaa",spam
"perlu dana tunai jamin bpkb mobil tahun 2003 up bisa sd tenor 4 tahun khusus 2006 up bisa take over non bi checking informasi hub windu 0812134 - 08121349351 pin bb sesrdsgg",spam
"siang bpkbu puti irra puspasari fasilitas kta cukup lampir cc dan ktp syarat mudah proses cepat plafon manya 250 jt hub 08 - 08311457679 dona",spam
"sy mnur di malaysia brencana investasi dana saya sbgai bekal hidup di indosy butuh orang bisa saya percaya uang saya rm 5jtbila brsediasms di 08 - 08348963037",spam
"pesan resmi dari ptm - kios selamat _url_ m - dapat hadiah cek rp100jt pin mrabkbi uinfo kunjung wisiulangmkios - _url_",spam
"nasabah bri yth anda dapat cek _url_ dari undi bri kode tripple cek anda 0 - 0599875 informasi hadiah anda klik _url_ - _url_",spam
"plnggan yth no simcard indosat anda resmi mdpatkn hadiah ke - e uang cek rp100juta dri ptmtronik pin mrsjkgg info lnggkap klik _url_",spam
"gabung di _url_ hanya modal 25000 rupiah saja anda bisa jadi jutawan dalam kejap coba dan bukti untung andai",spam
"casino online terbaikibonus referral live casino 010 sportsbook 1 join sekarang daftar teman anda di _url_ raih passive income tiap minggu",spam
"slmt no anda trpilih mn - dapat hadiah mobil toyota yaris dari undi indosat - 2016 pin menang anda8jf - 8jf177 uinfo cek di _url_",spam
"need cashi di setujui sd roojt syrt krt kredit proses cpt dan makan teman hub riska 0812939712 - 08129397123 wa08567051047 pin bb dibjfjsb",spam
"pesan resmi dari ptindosatno anda pilih bagai menang hadiah no pin rrasdni uinfo klik _url_",spam
"langgan yth selamat no anda m - dpt hadiah 1 unit mobil toyota yaris dr isi pulsa mtronik pin8jf - 8jf177 info lnjt klik _url_ - _url_",spam
"siang bpkbu haryo dwito armono butuh dana jamin bpkb mobil proses cepat rate rendah aman seluruh wilayah indonesia hub 081310118 - 08131011883 stefanie",spam
"ayana village rumah cantik ioojt an dkt stasiun eraksa cicil 15 tahun pasti disetujui dp 0 bunga 0 event 21 agst 16 menara top food alam sutra 082 - 08297771908",spam
"ini rekeningnyabang bri6515 0100 0974 501an jeni safira",spam
"rasa ini luas samudra tak mungkin bisa ku ukur telepon aku kalau kamu sudah tidak sibuk ke no08091401053 aku tunggu iya no sex sara jgan lupa makan",spam
"kami bantu cara legalhukum sd bi checking pntupan kkkta cara cicil ssuai kmmpuanbunga 0lunas dscnt atas 50hub yola 08131025570208577 - 08577438650",spam
"special utk bpkibu puti irra - dapat modal usaha - jamin bpkb mobil - bunga 07 - tanpa cek bi - bs takeover - bs corporate - 082 - 08210011570 dina",spam
"welcome saayy masih inget kan sm kita slalu ada saat kamu _url_ telp iya 08091 - 0809134560 biar ramai en gregeetaan nomor senya en sara yaa",spam
"gebyar hadiah m - tronik 2016 berkat isi pulsa no anda resmi raih hadiah code pin anda2f54e77 u informasi klik _url_",spam
"slmt no anda trpilih men - dapat hadiah mobil toyota yaris undi indosat pin menang anda 8jf - 8jf177 uinfo cek di _url_",spam
"kmi bantu tutup kartu kredit kta cara cicil sesuai mampu bunga 0 atau discount lunas 30 - 60 clear bi checking hub yuli 087784999 - 08778499975",spam
"terus internetan di jaring data kuat indosat ooredoo dng paket internet rgb rp6000030 hari sisakuota 141gb 4g00kb beli extra kuotaupgrade paket kamu rasa bebas lebih 123",spam
"_url_ ibu siti tempo hari sempat lihat lokasi bpkibu kami rasa cocok dan minat namun unego harga hubsuami saya pakiskandar 085397840187 wsslmtp",spam
"ayah isiin dulu plsa as rorb di 085 - 08557877059 skrng penting",spam
"bri muamat ames rek 563 - 563 - 010 - 010 - 8797 - 530",spam
"pay 1 for 2 tiket nonton di cgv blitz beli sekarang di _url_ belum habis klik _url_ sekarang",spam
"info resmi brkt isi ulang pls sim card anda m - dapat hadiah ke1dri ptmkios pinijh76k79 uinfo hub 082 - 08257695778 atau klikdi _url_",spam
"langgan ythslmat nomor simcard tri anda raih hadiah cek tunai rp35jt kejut isi ulang pulsa nomor pin25as9779 uinfo klikl _url_",spam
"traveloka layan e - tiket pesawat hrg promoamanmudah percaya uinfo pesan hub08231755 - 08231755844 _url_",spam
"promo kta 50 jt 22 jtbln3th 100 jt38 jtbln3th 200 jt77 jtbln3th provisi 03 hr cair rate 11 info angga 0858928 - 08589281176",spam
"dptkan pulsa rsrb tiap 5 kali transaksi sms banking pada tanggal 15 25 juli - sept hanya 1000 plgn pertama info klik _url_ mfli",spam
"nasabah ythrekening tabung anda errorharus monitor ulang supaya bisa kembali digunakansebelum kantor harap hub dulu bpk antonio siregar 085794777979",spam
"maaf lalu sms masalah kontrak bpkibu sewa punya skrag sdr saya hendra nonya 085335353563 kalau ada perlu atau mau panjang lagi kabarin saja dia",spam
"bpkbu aryo dwito arm bth dana cepat bpkb mobil bs take over tnpa cek bi bs corporate sd em ketik merek mobil - tipeth mobilalamat hub 0823168061 - 08231680611 wilda",spam
"special promo dana cash 20 - roojt bunga 111 proses cepat 100jt3887671 syarat copy ktpkrtu kredit info hub erik 08567074543 terima kasih",spam
"jk anda punya kartukredit usia max53th area jabodetabek anda bisa ajukn pinjamankta dari bang kami 30 - 200 jt 1 - 3 tahun bnga11 hub paam wa 08567001969",spam
"butuh dana cepat modal usaha renovasi rumah dan lain - lain proses cepat kunjung _url_ or _url_ or 0817996262 - 081799626 - 081799626 085104991 - 08510499188",spam
"nasabah bri ythnorek anda tpilih bagai menang undi bri - 2016 kode pin anda ijhjgkjg uinfo hadiah anda klik _url_",spam
"pesan resmi dari ptplanet ecare indonesia selamat simcard anda dapat hadiah cek tunai nilai rp100jt jatuh ke - anang 3 kode pinij4t679 silah cek di wkejutan - _url_",spam
"brmslh kkrdtkta kmi ada 2 solusi 1mncicil ringan 2plnasan disc 30 - 70 sarah 081212 - 08121238803 081617777369",spam
"langgan toyota bbahagiaduo toyota sienta calya bs dp20krdt bisa smp 6thtsedia unit tesdrveprses cptdt di bntutrima tkar tambah allmerk hub 085811635379",spam
"kami bantu cara legal penutupanpelunasan cckta anda cicil sesuai kmampuandisc 30 sd 60 hapus black list bi hub yanti 085692 - 08569256383 081 - 08196343174",spam
"kpd yth bpkibu puti ir dapat pinjam dana jamin bpkb proses cepat tanpa cek bi cover seluruh indonesia bisa takeover call",spam
"maisiin pulsa ime rsrb di nomor 085850306474 sekarang penting",spam
"terima kasih selalu kisi pulsa hasil undi ptm - kios noanda bagai menang ke - 4 pinijh76k79 cek pin anda di _url_",spam
"goog news ioojt only rp3887777 - bunga rendah 3 days aproved cukup foto copy - ktp - kartu kredit hubfebby 0857 - 7014 - 7475 0877 - 828 - 8 - 88 - 3395 sejiceob",spam
"081 - 081 878 5 - 591 jual nomor perdana aktif simpati 11 digit harga 250 rb kirim dulu ke tempat anda baru bayar minat smstelp 081 - 081 20 - 200 5655 bbm jdjoggib",spam
"promo special dana tunai tnp jamin sojt 2333889 ioojt 3887778 proses cpt bnga flat fcktp kkredit sherly 085894985159 0859213545 - 08592135451",spam
"langgan yth noanda resmi pilih bagai menang ke - 2 dari undi ptm - kios pin menang jjmrajj silah cek hadiah anda di _url_",spam
"maafuntuk masalah bayar kalau mau dibayarditrnsfer harap telepon dulu pak indra 0856 - 08564916477 soal ada ubah terima kasih",spam
"anda tidak punya langgan aktif",spam
"nasabah bri yth anda resmi dapat cek tunai _url_ dari undi bri - 2016 kode triplle cek anda 02599875uinfo klik _url_ - _url_",spam
"gebyar hadiah m - tronik 2016 selamat berkat isi ulang pulsa noanda pilih hadiah dengan nopin rfsaejj uinfo klik _url_",spam
"langgan yth noanda resmi pilih sbg menang ke - 2 dari undi ptm - kios pin anda mjeiage silah cek hadiah anda di _url_ - _url_",spam
"08 12 - 121 8 2 - 291 jual nomor perdana simpati 11 digit harga 250 rb kirim dulu ke tempat anda baru bayar minat smstelp 081 - 081 20 - 200 5655 bbm jdjoggib",spam
"modena sale disc up to 50 ccln 0 sd 18 bulan di modena kelapa gading mandiri kartu kredit sd 7agst16 sk laku hub 14000",spam
"nasabah yth rekning tbungan anda errorhrus di monitor ulang agar bisa di gunakn kmbli maaf sblum ke kantor harap hub pak handoko dulu di _url_",spam
"nambah modaldana cepat jminkan bpkb mobil anda dptkn bunga mulai 08 dptkn undi kijang innova non bi - checking simulasi cepat lucy 08521357727 - 085213577 - 0852135777 085716357818",spam
"undi resmi ptmtronik 2016 berkat isiulang noanda raih hadiah ke - 2 ioojt dngn kode pin mrsjkgg cek pin menang anda di _url_",spam
"surat putus resmi m - kios noxv072016 nyata no anda sbagai menang ke - 2 kode pin mrabkbi untuk info klik di whadiahresmi - _url_",spam
"wnita adalah plengkap hidp laki - laki mau tahu lebih soal wanita tlp 08091 - 0809134100 ngobrol puas - no_sex sara -",spam
"pegang crdit card dptkan dann di tunai rate kecil contact 085718313777 wida terima kasih",spam
"biaya cpt ckp jamin bpkb mobil pncairan trtinggi mulai 08 non bi checking proses cpt cover se-indonesia bs takeover elsa 085693984901 085 - 08510750155",spam
"siang bpkbu puti irra puspasari butuh dana jamin bpkb mobil proses cepat rate rendah aman seluruh wilayah indonesia hub 081310118 - 08131011883 stefanie",spam
"mudah dan aman bisnis togel kini bentuk online gabung dan raih untung anda di _url_ satu - satu situs toto gelap online percaya",spam
"traveloka layan e - ticket pesawat dgn hrg promoamanmudah percaya uinfo pesan hub 085 - 08595333367 _url_",spam
"pesan resmi dari ptm - kios nohp anda pilih bagai menang ke - 4 nomor pinijh76k79uinfo cek pin andah di _url_ - _url_",spam
"nanti kalau mau di bayardi transfer harap hubung dulu atas saya bpk ardiansa nomor telepon 08579861 - 08579861737 soal ada ubah bayar terima kasih kasih",spam
"kredit rupa kta hingga roojuta dengan bunga ringan bebas provisi 0 proses cepat khusus pegang kartu kredit hub dika 08567050700 wa",spam
"langgan 08161117393 kamu dapat 1 pesan chat bonus gratis telp hubung 34344 baca pesan akan hapus dalam 5 menit sila hub 34344 sekarang",spam
"sewa mobilsopir avanza innova elf bus mobil mewah sbyjktbdgsmrg jogjasolo balilombok smtrklmntn ioxorder cashback isorb _url_ hpwa 08523116404 - 085 - 0853116404",spam
"kangen sama tmn habis libur panjang kemarin kirimin saja kejut langsung ke hapenya buat lunch or dinner bareng cari tmp cozy di _url_",spam
"nasabah bri yth norek anda pilih bagai menang undi bri - 2016 kode pin anda ijhjgkjg uinfo hadiah anda klik wkejutanbankbri - _url_",spam
"butuh modal usahautk perlu lain jamin bpkb mobilmtr anda rate 091 bisa take over proses cepataman no bi checking ton 085 - 08518739861 08561690491",spam
"asssy brminat dgn rumahkost yg mau sewa bpkibu yg sdh sy surveytp sy tlpon susah masukutk msa hrga lgsung aja hub ayah sy 081543071177 drbudi",spam
"khusus langgan 08561648588 promo special download video dan dapat gratis nelpon gomenit hubung 9008 sekarang",spam
"kpd yth bpkibu puti ir dapat pinjam dana jamin bpkb proses cepat tanpa cek bi cover seluruh indonesia bisa takeover call",spam
"hanya lampir fc stng mobil bisa aju 10 - eoojt proses cpt bunga 11 - 179 kmi terima kasih jamin bpbk mobil jika minat hub 08521819 - 08521819139 rossa",spam
"perlu tunai jamin bpkb mobil tahun 2003 up bisa proses nasional bisa take over non checking bi hub informasi rita 085216 - 08521603678 pin bb ridbsbdc",spam
"nasabah ythharap ke kantor karena rekening tabung anda error harus di monitor ulang belum ke kantor harap hub dulu bpk edy gunawan 082121088455tks",spam
"maaf kami sudah hubung tapi tidak sambung _url_ hasil raih hadiah ke - 2 dari ptm - kios pin andam248k77 cek pin anda di _url_ - _url_",spam
"by _url_ solusi cckta macetlancar lunas disc 50 - 70ccl bunga 0bbs blacklist bibbs kolektor putih legal fani 08577531811108138207722 - 0813820772 - 0813820772",spam
"surat putus resmi m - kios noxv072016 nyata no anda bagai menang ke - 2 pin undi mrabkbi untuk informasi klik di whadiahpt - _url_",spam
"jasa mediasi uang bantu tutup kartu kreditkta cara hukumlegal cara cicil sesuai mampu bunga 0disc 30 - 50 hubnana wa081 - 08185081404",spam
"langgan yth noanda resmi pilih bagai menang ke - 2 dari undi ptm - kios pin anda mjeiage silah cek hadiah anda di _url_ - _url_",spam
"langgan 085779474879 ada ngajak kamu chatting hubung 85811 baca pesan akan hapus dalam 5 menit sila hubung 85811 sekarang",spam
"bank bri atas nama nico andhika norekening 2074 01 007076 504",spam
"info resmi selamat _url_ pilih - menang undi ke2 dari ptm - kios pin menang anda mjhjraj informasi lengkap klik _url_ - _url_",spam
"malaysiagentingdaftar lsng dapat ioorb livebaccaratmalaygtcom",spam
"langgan 08561764385 kamu dapat 1 pesan chat bonus gratis telp hubung 7004 baca pesan akan hapus dalam 5 menit sila hub 7004 sekarang",spam
"express kta bpkb bunga 099 085 100jt373th 150jt573th 200jt763th free provisiadm ehari cairpasti infohubsms andre 0816 - 081697946",spam
"langgan 085710683840 ada ngajak kamu chatting hubung 85811 baca pesan akan hapus dalam 5 menit sila hubung 85811 sekarang",spam
"pesan resmi dari tri 3careselamat noanda mendpt hadiah 1 unit mobil honda jazz rsnopin menang anda47bl759uinfo kunjung wpromo - promo016 - _url_",spam
"assmaaf saya sudah survei lokasi tawar dan saya sudah rasa cocok masalah hrgnya tolong hub asms suami saya hhandoko hp0815240954 - 08152409547 trmksh",spam
"pinjam bpkb mobil leasing tbk tanpa bi cheking bunga 09 proses 2 hair cair bs takeover cair sd 85 hub sus 085716331066",spam
"komsumen ythmaaf bayar angsur bulan juni anda belum termonitorstatus pending info hub pak rudi 085 - 085 - 2 - 248 - 4947",spam
"waduhh bagaimana ini punya ku sudah tidak ada e juragan",spam
"cuma cuma gratis koper _url_ ayo menang 08 - 083 10 633 633",spam
"nasabah yth rekning tbungan anda errorhrus di monitor ulang agar bisa di gunakn kmbli maaf sblum ke kantor harap hub pak handoko dulu di _url_",spam
"selamatii no simpati anda men - dapat hadiah ke 4 program bagi - 2 hadiah simpati priode iii pin anda ajshajia uinfo cek _url_",spam
"cuma cuma gratis koper _url_ ayo menang 08 - 083 10 633 633",spam
"berkah ramadhan nomor anda pilih bagai menang dari ptindosat_kode pin anda - 87ch311d2utk info hadiah klik whadiahindosat - _url_",spam
"casino online indonesia daftar di _url_ min dpwd rsrb cashback sportsbook bonus referral minggu nanti andamainkan di smartphone dan pc anda",spam
"surat putus resmi dari tri care noxv2016 pin menang anda39xv544f dapat - 1 unit mobil honda jazz rs uinfo klik _url_",spam
"surat resmi ptjaya simpati selamatno anda men - dapat hadiah kea program bagi - 2 hadiah kartu simpati pina7sh47ia informasi di _url_ - _url_",spam
"selamat anda resmi dapat hadiah rp100juta dari ptmtronik pin anda25e477r uinfo lbih lanjut klik di _url_ - _url_",spam
"kami bantu tutup ccktadisc 30 - 75cicilan sesuai kemampuanstop bunga 0legal tidak black list bi hub indri 081545534488081 - 08189448583",spam
"pesan resmi dari ptm - kios selamat _url_ m - dapat hadiah cek100jt pinm248k81 uinfo kunjung wisiulangmkios - _url_",spam
"ada bonus pulsa rpiorb untuk nomor memang paling untung dapat pulsa rpiorb pada tes ke - 30 ayo kirim sms y ke 99455 sekarang",spam
"butuh dana tun jamin bpkb mobil andproses cepatdata lengkap ihari cairbunga ringanbpkb aman bisa take over hub reno 081598 - 0815989699 bbm 5ca6d5 - 55",spam
"promo jual obat oles tahan lama pria hajar jahanam mesir bisa tahan lama jam jam rp eoorb dapat rpcs _url_ aml order sms hjnamaalamat bayar belakang",spam
"kirm ke rek ini ajamandiri an fadil anugrahno rek1740 - 00060 - 682 - 68 - 68",spam
"terimahkasih slalu isi ulang pulsa selamat no anda raih hadiah ke 2 cek ioojt dari pt - mkios pin mjeiage cek pin anda di _url_",spam
"coba tepi dalam hati tapi sayang lalu dingin _url_ aku iya ke no08091401053 ingat no sex sara aku tunggu iya",spam
"daftar segera _url_ poker online baik mega regular jackpot besar bonus tarik lain dp rsrb langsung dapat main di pc android anda",spam
"cuma hari ini shocking deals shocking price mulai 10 ribu untuk kalian sini _url_ gratis akses 10mbhr cs 1500 - 150011",spam
"main poker online percaya di pc dan android andai mega regular jackpot besar dan bagai promo tarik nanti anda daftar di _url_",spam
"casino online besar _url_ daftar diri raih bonus referral bonus cashback sportsbook 025 tiap minggu main di smartphone dan pc anda",spam
"ini rekeningnyabang mandiri16100 031 - 031 4398an imelda",spam
"main tebak angka hadiah rupiah asli tayang cara live 24 jam seru hanya di _url_ dapat layan baik dari staf situs kami",spam
"apa impi andawujudkan skrng juga kta mulai dari rate 099hub luna 08589004795 - 08589004795 081 - 08190505041 maaf jika ganggu",spam
"dana tunai jamin bpkb usaha tbk percaya bunga mulai dari 08 non bi checking proses cepat bisa take over hub gerry 081 - 08118717000 081617577000",spam
"info pinjam dana tunai mau over kredit jamin bpkb cepat amanmudah bunga mulai 07 tanpa bi ceking hsms081933054196 081339983535 terimkasih",spam
"sekarang anda bisa wujud impi lebih besar kta rate mulai dari 099 proses cepat mudah cepat buktikanhub luna 08589004795 - 08589004795 081 - 08190505041",spam
"pik 2 mpersembah 1 aprtmn tahap 4 eoojtan 2 ruko boulvard danau 3 lantai start 31 m hrga murah cicil gonya tanpa dp romeo 081286478 - 08128647847",spam
"pinjam tunai 10 sd rsojt tanpa agun bunga paling murah proses cepat syarat hanya copy ktpkartu kredit hubayu 081584189767",spam
"uang transfer saja ke rekening mandiri an husin 166 - 000 - 1686 - 138",spam
"kirm ke rek ini ajabri an m alfaridzino rek382 - 38 - 38 - 0100 - 920 - 9 - 90 - 531",spam
"hi dari lyke kami ingin informasi bahwa bayar anda jumlah rpibe pesan 20093883 - 20093883 telah di refund whatsapp 6281 - 628136543710",spam
"nomor simpati iidgit 081 2 - 211 3 - 391 harga 380000 kirimduluditerimabaru bayar minat sms namaalamat",spam
"ini rekening brianpri wahyudi norek7338 - 01 - 009 - 00938 - 53 - 7",spam
"kirim ke rek ini ajamandiri an irma suryani nmor rek1700 - 0012 - 001 - 001 - 291 - 291",spam
"tipsmudik patuh rambu lalu lintashindari kemudi dalam ada lelah tips mudik lain klik _url_ info klaim 24 jam 0 - 01 - 30058788",spam
"_url_ pulsa as rsrb di _url_ pnting",spam
"jasa tutup kkreditktabntu cicil ringan 0 atau lunas diskon 30 - 70kmi bntu cara legal hub niar 0822134221380877782670190815113 - 08151138660",spam
"maaf kmi sdah hubung tapi tdak sambung noanda resmi raih hadiah ke - 2 dari ptmkios pin mrabkbi uinfo hadiah klik _url_ - _url_",spam
"yth plg indosat berkat isiulang m - tronik noxv2016 noanda dapat cek tunai 100jt pin menang anda987a33g ucek pin klik _url_ - _url_",spam
"kami sudah hub tapi tidak sambung no anda menang hadiah pesta isi ulang daript mtronik pin mrabkbi cek pin anda di wmtronik - _url_",spam
"nasabahythselamat rekening tabung bri anda terpiih dapat cek rp - p7jt kode triplle cek 02599875tlp0858 - 6089 - 9997 informasi klik _url_",spam
"berkat isi ulang pulsa m - kios _url_ resmi mndptkan hadiah thr rp175jt dari ptm - kios pin pemenag anda mrabkbi uinfo klik _url_ - _url_",spam
"maaf saya tugas dari ptmkios nomor anda trpili sela menang _url_ bulan suci nmor pinm - m48k81 cek _url_ - indonesia _url_",spam
"bandar qadu q poker capsa qiu kick bonus new member 10 referral up to 20 cashback to up to 05 depo min isribu _url_ wa 855874 - 8558747494",spam
