@relation datatest

@attribute Sms string
@attribute class{'spam', 'NotSpam'}

@data
"DANA CEPAT Jaminan BPKB Mobil Bunga TERMURAH 0,8% Proses Cepat Non BI Checking Bisa TakeOver Michael (Best Consultant) 081296993636 085780805522",spam
"Berkat isi ulang pulsa NO Anda Terpilih sbg pemenang ke:2 Men-Dpt Cek tunai Rp.100jt dr PT.M-KIOS PIN:M248k81 u/info klik: www.mitra-mkios37jkt.blogspot.com",spam
"an CEK di : www.programplanet3.blogspot.com",spam
"Pesan Resmi Dari PT.TRICARE Indonesia Selamat !! SimCARD anda Mendapatkan Hadiah CEK TUNAI Senilai Rp.100jt Jatuh ke-Pemenang (3) Kode PIN:a3b0547 Silahkan CEK di : www.programplanet3.blogspot.com",spam
"selamat anda resmi mendptkan HADIAH RP.100 juta dari PT.MTRONIK pin anda;25e477r u/info lanjut klik di; www.infomtronik73.blogspot.com",spam
"TRAVELLING/MODAL USAHA/PENIDIKAN? JAMINKAN BPKB MOBIL B U N G A m ulai dr 0,8% financial terperca ya & RESMI,tbk MARIANI 082337550478 085888216050",spam
"need cash s/d 200jt?? syarat mudah proses cepat bunga ringan hub Anzzie 085890633533 maaf jk mengganggu",spam
"DIJUAL Kartu M3 11Dgt Super 08.567.399983 Hrg : 159Rb BAYAR stlh krtu DTERIMA Hub: SHONAR CELL 082380577779 WA Pin:237D7223 Tks",spam
"Pelanggan Yth: No.Anda Resmi terpilih sbg Pemenang Ke-2 dari Undian PT.M-KIOS dgn PIN PEMENANG: 77M2477 Silahkan Cek Hadiah Anda di: www.pesta477.blogspot.com",spam
"OCEAN VIEW VILLA at Pandawa BALI for Sale Private Pool. 1BR & 2BR SHM. HP +6282127788870 http://goo.gl/EGMufu Saatnya belanja PROPERTY di BALI stlh TAX AMNESTY",spam
"Kami dari LEASING resmi siap untuk membantu menjaminkan BPKB mbl/truk. pencairan max 3 hari* no BI check , tidak ada potongan FEE info : Indri 085776861416 082298707087",spam
"Cuma Rp2500 1hr Bebas Nelp ke 3 milyar penduduk dunia (smua operator lokal & luar negri)! Aktifkan di *123*5*1# atau http://tri.co.id/paket-bebas-bicara.V591",spam
"PESAN RESMI Berkat isiulang M-TRONIK NO.XV.2016 No.anda dapat Cek tunai 100,jta PIN pemenang anda 25e477r U/Info klik: www.layananmtronik.blogspot.com",spam
"Isi ulang Rp5000 berhasil. Kode transaksi 16071692530522. Cek *123*888# untuk promo RABU RAWIT & JUMAT BAIK buat semua Pelanggan AXIS!",spam
"Mas isekno pulsa rong puluh ewu neng no 082299875088, iki saiki",spam
"Bank Mandiri A/n :moch yunus No Rek : 1420-0136-83973.",spam
"anda bth dana kami solusinya, bunga 1,11% syarat ktp dn kartu kredit. tdk py kartu gunakn BPKB MOBIL/TRUCK. hub LIKA 085814590985/ wa 085216047756/ pin D0A2D4B8",spam
"kirim uangnya ke,rekening BRI A/N FREDDY NO.REK 0958.01.010106.53.2",spam
"GEBYAR HADIA M.TRONIK 2016 Slamat berkat Isi ulang pulsa di No anda terpilih HADIAH dengan No,PIN;3c1e8f7 Pemenang resmi U/INFO KLIK www.cekhadiahmtronik79.tk",spam
"Mak isekno pulsa rong puluh ewu neng no 082323275810 iki saiki penting",spam
"Siap mmbantu financial anda jminkn BPKB Mobil /Motor bunga rate 0,96% Bsa Take Over Proses Cpt & aman tanpa BI CHECKING. HUB : SUSI 085213080718",spam
"Selamat..!! Anda M,dptkan HADIAH dari undian pulsa PT. M-TRONIK Thn priode 2016 PIN (2547afr) silahkan Verifikasi pin anda di www.hadiahmtronik47.blogspot.co",spam
"Kemudahan dan Keamanan bisnis TOGEL kini Berbentuk online, Bergabung dan raih keberuntungan anda di www.brotogel6.com Satu-satunya situs togel online terpercaya",spam
"terima kasih jd pelanggan setia m-tronik berkat isi ulang pulsa no anda meraih hadiah ke-2 dr pt.mtronik dgn pin 25E477R klik: www.pusatmtronik22.blogspot.com",spam
"SMS Copy ke 6285270192469 : pelanggan Yth: NO.SIMCARD anda RESMI pemenang ke-2 PESTA ISI ULANG M-KIOS 2016 dgn PIN:77M2477 Untuk info klik http://www.pesta-mkiostbk.blogspot.com",spam
"Pelanggan 085799111618, Ada yang Ngajak Kamu Chatting. Hubungi *858# untuk baca. Pesan akan dihapus dalam 5 menit. Silakan hubungi *858# sekarang.",spam
"Selamat..!SIM CARD anda Tr'pilih menjadi pemenang dari pesta ISI ULANG PT.M-TRONIK 2016 PIN HADIAH 25e477r untuk info klick: www.undianmtronik2016.blogspot.com",spam
"maaf kami sudah menghubungi tpi tdk tersambung NO.anda resmi meraih hadiah THR ke-2 dri PT.MKIOS PIN:(M248K81) U/info klik: www.hadiah-thr2016.blogspot.com",spam
"PROMO LEBARAN ! Jminkan B P K B Mobil Dptkn UNDIAN INNOVA Dptkn Bung@ mulai 0.8% Cabg sluruh Indonesia Hub Customer Service : MARIANI 082337550478 085888216050",spam
"Hasil berkat Isi ulang pulsa No.Anda Resmi pemenang cek tunai Rp.100jt.dri PT.MKI0S Pin:(M248K81) Hub:085242416246 atau klik: www.isiulangmkios99. blogspot.com",spam
"Mau langganan NSP Lagu Galau (us10) - Al Ghazali temanmu td?Balas SMS Ketik YA,Trf Rp3000 +ppn/7hr.CS:133/188.",spam
"Surat Keputusan Resmi PT.M-KIOS Anda Terpilih Sebagai Pmenang ke-4 Dengan PIN Pmenang (ijh76k79) U/info Cek PIN Anda Di: www.mkios-gebyarisiulang.blogspot.com",spam
"Nasabah BRI Yth. Anda terpilih sbg pemenang cek 27,jt dari undian BRI kode cek anda 02599875 info hadiah klik; www.infohadiah-bri2016.blogspot.co.id",spam
"Ini rekeningnya BANK MANDIRI 1610 0031 29850.A/n ALI KURNIANTO",spam
"Telkomsel #TraktirRamadhan! Disc up to 50% + gratis biaya delivery di FOODPANDA.CO.ID dgn tukar 21 POIN. Ketik TSELFOO krm ke 777. Cek promo lain di *123#. S&K",spam
"Pelanggan Yth, Slmat!!! Nmor anda tlh Mdpat HADIAH CEK:100Jt. Dlam pesta isi ulang MKIOS 2016 PIN:R25477 Vrifikasi PIN Anda di: www.infohadiahresmi.blogspot.com",spam
"selamat anda resmi mendptkan HADIAH RP.100 juta dari PT.MTRONIK pin anda (25e477r) u/info lanjut klik di; www.hadiah-thrmtronik.tk",spam
"Butuh Dana Cepat Hanya Dgn BPKB Mobil,Truck Max 8 Milyar Proses 3 Hari Cair.Aman,Cepat,Take Over Leasing Resmi Non BI Hub:Gissell 081293893370 085773071212",spam
"GOOD NEWS! 100JT ONLY Rp3.887.777,- BUNGA RENDAH. 3 DAY'S APROVED. CUKUP FOTOCPY: -KTP -KARTU KREDIT HUB:FEBBY 0857-7014-7475 0877-8282-3395 5E71C30B THX.",spam
"Ass,Sy Brminat Dgn Rumah /Kost Yg Mau DiSewakan Bpk/Ibu Yg Sdh Sy Survey.Tp Sy Tlpon Susah Masuk./ Utk Msalah Hrga Lgsung Aja Hub Ayah Saya 085827887989 DR.BUDI",spam
"KAPSUL SARANG SEMUT PAPUA sembuhkan diabets,hipertensi,asma,reumatik,asam urat, dll Rp 200rb (isi 70) PEMESANAN SMS Nm & almt lkp ke 085334889977 trima brg dulu",spam
"NASABAH Yth, Harap menhub BRI Prihal REKENING anda dapat CEK Rp.27jt Dari BRI pusat TRIPLE CEK: (02599875) Bisa Klik: www.bank-bri.gq",spam
"PEMBERITAHUAN... Disampaikan Bahwa Rekening BRI Anda Terpilih dapat Cek.27jt. KODE TRIPLE CEK ANDA 02599875 U/Info Klik: www.kejutan-bankbri.tk",spam
"Maaf, Anda tidak dapat menggunakan layanan ini. CS:*123*44#. Mau tau Zodiakmu + Gratis Telp, hub *515*2#",spam
"Surat keputusan Resmi Dari PT.M-TRONIK Berkat Isi Ulang pulsa Anda meraih hadiah Ke 2 cek, Tunai Rp.100Jt Dgn PIN:987a33g Info klik./www.hadiah-mtronik12.cf",spam
"Terima kasih, layanan Kepo/2200/sms/3x/mgg sdh aktif. Utk berhenti, ketik UNREG KEPO ke 99969 atau tlp *123*66#. Info 087785592228 Telp ke *123*369*7#, ada LOGAM MULIA 5gr untukmu!",spam
"selamat.. SIM CARD anda terpilih menjadi pemenang dari pesta isi ulang PT.MTRONIK Pin hadiah 25e477r untuk info www.hadiahresmimtronik.blogspot.com",spam
"Kami bantu scr LEGAL&HUKUM s/d BI Checking pntupan KK/KTA dg cr cicil ssuai kmmpuan,bunga 0%,Lunas dscnt diatas 50%.hub: Rahma 085218215767/WA 085782177398",spam
"Mau Cepat GIFT Paket/Extra Kuota Internet & ga mau ribet isi ulang Pulsa? Download aja aplikasi myCare, smuanya jadi mudah. Install di http://bit.ly/mycarepLy",spam
"selamat anda resmi mendptkan HADIAH RP.100jt dari PT.MTRONIK pin anda(M248K81) u/info lanjut kilk di; www.undian-mtronik.tk",spam
"NASABAH Yth: DI Diminta Menghub BRI Perihal Rekening Anda yg Mendapat CEK Tunai Rp.27jt KODE CEK: (02599875) INFO Klik www.kejutanbri2016.tk",spam
"Berkat Isi Ulang Pulsa No.Anda Trplh sbg Pemenang Ke-2 Mndptkn Hadiah CEK TUNAI Rp.100jt Dri PT.M-KIOS PIN:M248K81 Silahkan Cek di: www.mkios137jkt.blogspot.com",spam
"ieu bapa.pang meuliken heula pulsa 10 ribu di nmr anyar 085338539447 ieu nomor nya ayena nya.penting engke digantian....",spam
"Pelanggan Yth ; No.Anda resmi terpilih sbg pemenang Ke-2 dr Undian PT.M-KIOS Pin anda 77M2477 Silahkan cek hadiah anda di; www.pesta247.blogspot.com",spam
"B P K B Mobil/Truk Nganggur? Jadikan solusi keuangan aja Kami finance Tbk terbesar Rate Murah Cair 3 hari Tdk cek BI lagi Hub : Anton 082123138899/081513377899",spam
"Apapun impian anda,wujudkan skrng juga dgn KTA mulai dr rate 0,99%.Hub Linda 085718635107 / 082299256216 Maaf jika mengganggu",spam
"INFO KTA Membantu keuangan anda tanpa jaminan 10-300 jt rate 1,1 %,syrt KTP,krt kredit,cepat,mudah legal. NANDA..0857 8011 9097",spam
"Perlu tambahan modal usaha? jaminkan BPKB mbl/truk 2002up rate rdah,proses cpt,finance resmi BPKB AMAN,bs TAKE OVER HUB : SANY 085776931517/082240844448",spam
"Sekarang anda bisa mewujudkan impian yg lebih besar dngn KTA rate mulai dr 0,99 proses cepat mudah cepat BUKTIKAN.Hub Nova 085777821654 / 082248242742",spam
"INFO HADIAH PT-MKIOS 2016 SIMCARDanda terpilih sebagai pemenang KE-2 dari PT-MKIOS PIN:M248K81 U/info cek hadiah anda hanya di: www.pt-mkios-2016.blogspot.com",spam
"Slamt No.simCARD tri anda terplih Mraih Cek Rp.35jt Program kejutan ISI ULANG PULSA Pin:25AS9779 u/info Klik: www.3-Ramadhan.blogspot.com",spam
"Surat keputusan resmi dr PT.M-KIOS anda terpilih sebagai pemenang ke-4. dgn PIN (ijh76k79) U/INFO cek PIN pemenang anda di: www.mkios-daftarhadiah.blogspot.com",spam
"Maaf,aq Wawa butuh biaya bisa kencan pin_26572ec2 terimakasih.",spam
"Bunga 1.11% ,Proses Cpt,,jangka wkt Fleksibles sd 3th,Min 20jt sd 250jt Syrt Krt Kredit/ BPKB mbl min th2005 hub 085692722927 /081219841053 Astrid..salam",spam
"PROMO MENJELANG LEBARAN ! Jminkan B P K B Mobil RATE MULAI 0.8% DANA CAIR M@X,CEPAT,TBK CABANG SELURUH INDONESIA MARIANI 082337550478 085888216050",spam
"Jika Anda Bermasalah Dengan CC/KTA,tidak Mampu Bayar,stres Dgn Kolektor, Pelunasan Disc 50s/d75% Hub. MULYANIH 081315596868/081905693377 LEGAL",spam
"Selamat!! anda terpilih sbg pemenang hadiah INDOSAT ooredoo edisi ramadhan Degnan NO PIN:87CH311D2 Utk info Hadiah klik www.undianindosat-ooredoo.jimdo.com",spam
"PESAN RESMI...! Kantor pusat PT.MKIOS Mengucapkan Slmt'No.anda resmi meraih hadiah ke-2 PIN:M248K81 cek PIN anda di www.hadiah-ptmkios88.blogspot.com",spam
"maaf lewat sms apabila kontraknnya msih mau di lanjutkan pembayaranya lewat adik saya pak ames no hp 085213777519 soalnya udah saya pindah tangan kan sma dia",spam
"Brmslh dgn K.Krdt/KTA? Kmi ada 2 solusi: 1.Mncicil ringan 2.Plnasan Disc 30%-70% Sarah 02199090013/081617777369",spam
"BIYANG mengatasi. mslh wajah, jerawat keriput dll. Perut buncit & kegemukan. menaikan payudara & bokong. mnyamarkn bekas luka. 085697774442. pin 2A6D3205",spam
"maaf kami sdh menghubungi tp tdk tersambung no anda berhasil meraih HADIAH ke-2 dari PT.M-KIOS pin,M248k77 cek hadiahnya di/www.pesta-mkios4.blogspot.com",spam
"Ass,Sy Brminat Dgn Rumah/kost Yg mau Disewakan Bpk/ibu Yg Sdh Sy Survey,Tp Sy Tlpon Susah Masuk,/Utk Msalah Hrga Lgsung Aja Hub Ayah Sy 085757692899 DR.BUDI",spam
"Bank mandiri A/n.nasikhatul mubasitoh no Rek.1560.0114.7420.4",spam
"Nasabah BRI Yth,No rekening anda dpt cek tunai 27jt dari BANK BRI, kode triple cek anda (02599875) U/info klik www.infoundianbri-2016.blogspot.co.id",spam
"hi saya Fanny menawarkan sewa mobil Avanza Inova Elf Fortuner JKT :08113611972 SBY: 082145534000 pin 2AE6BECA playstore : E-Trans discount up 20%",spam
"Info pinjaman dana tunai KTA 20jt s/d 250jt proses cepat syarat foto copy Kartu kridit,KTP,NPWP,covertabungan HUB DANDI 085771927162 WA 08176466015",spam
"Anda bth dan@ tun@i??cukup j@minkan BPKB mobil anda,proses cepat,non BI checking,data lengkap 1-2hr cair,aman&bisa take over,Hub Liza 081212044437 BBM 5369250f",spam
"Ini Rekeningnya Bank BNI 0449 913 851.a/n AMRAN SANJAYA",spam
"Berkat isi ulang M.kiios/Thn2016.Bwh no. anda terpilih m'ndpt hadiah ke-4 dr PT.M kios.PIN:M7H7R47 info: www.mkios-989.blogspot.com atau/hbu:082345758484.",spam
"berkar pengisiang pls NO.andah mndpatkan hadiaH KE2 dri PT.MKIOS RP 175jt kode pin andah m248k81 untuk info klik www.isiulang-ptmkios2016.blogspot.com",spam
"Butuh tambahan modal usaha? hy dg BPKB Mbl/Truk Prses cpt, Finance Resmi BPKB psti AMAN bs TakeOver yg msh b'jln Hub: LIM 085770029405 087775557115 082299215199",spam
"Untuk Masalah Pembayarannya Sebelum Di Bayar/ Di Transfer Harap Hub Atasan sya Bpk.SUDARMAJI Di No Hp. 085871749995 Soal nya Ada perubahan pembayaran",spam
"Hya 10 ORG PRTMA! Dptkn Bunga mulai dr 0.8% NON BI-CHECKING proses 1hr,Cair 85% jaminkan BPKB mobil TRMURAH,TRPERCAYA MARIANI 082337550478 085888216050",spam
"ini pin baru-FATMAH imvit syang yahc.24E5E2AD",spam
"Mhn maaf Pak/Bu. Jk bth danatunai agnan BPKB MBL&MTR/bs t-over Mobil jk msh krdt,NO BI CEK 2hr Cair, hub: Dhika 082328699549 Rama 082211003747 (WA) 0857116657",spam
"PESAN RESMI MKIOS Selamat Nomor Anda mndptkan Hadiah Cek Tunai Rp.100 juta, PIN CODE PEMENANG 7Y7R8K9Z Info Klik: www.semarak-hadiah-mkios.blogspot.com",spam
"Bantu Tutup&Negosiasi KK/KTA,Dgn cara Cicil smampunya bunga 0%atau Discon35%-85%,Tdk B'List BI,Hub.NADYA 081586016809",spam
"Terima kasih, Anda telah berhasil melakukan transfer pulsa sebesar Rp 100000 ke nomor 6281245269193 dengan tarif Rp 1500. Info CS: 188",spam
"BPK/BU ARYO DWITO ARM BTH MODAL USAHA? BPKB MOBIL DATA BAGUS 1 HR PASTI CAIR BS PINJAM S/D 5M Ketik MEREK MOBIL-TIPE/Th Mobil/Alamat HUB 085225564603 IKA",spam
"PESAN RESMI Dari PT M-KIOS selamat No.anda M-dapat hadiah CEK TUNAI RP.100jt PIN PEMENANG ANDA M248K81. U/info kunjunggi www.layanan-m-kios-2016.blogspot.com",spam
"invite temnQ Yani cantk dan cute PIN BB 2319C8BC No Hp 082311116779",spam
"Pinjaman_(KTA) Rp20jt-200jt CicilnTetapTanpaJaminan Bunga(1,11%) Proses_3HariInfoLengkap Syarat n Proses Hub 081311318265 BBM 2B1D4D7E Tika",spam
"HANYA 10 ORG PERTAMA PROSES! Dptkn RATE MULAI 0.8% PENDANAAN TERBAIK 85% PROSES 1HR NON BI-CHECKING JAMINKAN B P K B MOBIL ANDA LUCY 085213577272 085716357818",spam
"DANA TUNAI? GADAI BPKB MOBIL/MOTOR NO BI CHECKING/Provisi 0%/Bunga Rendah Tenor max 4 Thn 30 Menit Cair Syarat MUDAH ALI 082218000912/WA:085793097205 D140205D",spam
"PT.INDOSAT Menyampaikan bahwa anda trpilih sebagai penenang undian INDOSAT 2016 dgn No PIN;25NH47AF U/info klik; www.kejutanindosat2016.yolasite.com",spam
"Barangkali Bpk/Ibu berminat KARTU PERDANA INDOSAT 10digit PRABAYAR 0816-585-291 Rp 300.000,- Kartu dikirim dulu, pembayaran via transfer setelah kartu sampai",spam
"Kami bantu PENUTUPAN CC&KTA 1.Dicicil sesuai kemampuan 2.Discount Lunas 50 s/d 80% *Legal & BI checking AMAN. *Handle Colector HUB KIRANA: 083877985764",spam
"PESAN RESMI dari PT.M-KIOS berkat isiulang no.anda meraih hadiah ke-2 pin pemenang anda m284k81 U/info pin anda di www.hadiahpt-mkios547.blogspot.com",spam
"Maaf untuk mengenai masalah pembayarannya kalau mau di bayar,harap lansung menhubungi atasan saya saja bpk. MUAMAR di no Hp.085659595984 di tlpn atau sms beliau",spam
"Maaf kmi sdah menghubungi tapi tdak tersambung No.Anda resmi meraih hadiah ke-2 dari PT.MKIOS Pin ;M248K81 u/info hadiah klik; www.hadiah-ptmkios24.blogspot.com",spam
"#BUTUH PINJAMAN DANA TUNAI JAMINAN BPKB MBL/TRUCK BUNGA BERSAING LEASING TERPERCAYA PROSES CEPAT BISA TAKE OVER HUB : NESSA 085890511635",spam
"Kami bantu penutupan CC/KTA dengan cara dicicil bunga 0%/lunas discount maksimal 30-70% clear BI cheking Hub:KHOIRUL 081289249888 (LEGAL)",spam
"personal loan bunga 1,1% hingga 200juta syarat ktp dan kartu kredit.hub call/wa CINDY 081517008916",spam
"Uangnya di kirim kerekening ini aja Bank Mandiri 1290-0108-5072-1 A/N Budi Kurnia",spam
"SLMT No.Anda men-dpt HADIAH Mobil TOYOTA YARIS dr undian INDOSAT edisi 2016 Pin pemenang anda: 8jf2177 info kunjungi: www.indosat45.ml",spam
"Pada saat Hp km berbunyi Kamu buka Hp km,trs km buka sms ini Dan km baca sms ini,terus.. telp kenomor baru aku di 08091234500 No sex dan sara yaa..",spam
"Perlu dana tunai jaminkan BPKB mobil thn 2003 up bs sd tenor 4 thn khusus 2006 up bs take over NON BI CHECKING info hub (WINDU 081213429351/ PIN BB 5352D599)",spam
"Siang BPK/BU PUTI IRRA PUSPASARI Fasilitas KTA cukup lampirkan cc dan ktp syarat mudah proses cepat , plafon max 250 jt hub: 082311457679 DONA",spam
"Sy M.NUR di malaysia, brencana investasikan dana sy sbgai bekal hidup di indo,sy butuh org yg bisa sy percayakan uang sy RM 5jt,bila brsedia,sms di 082348963037",spam
"PESAN RESMI Dari PT.M-KIOS selamat No.anda M-dapat hadiah Cek Rp.100jt PIN M248K81 U/info kunjungi www.isiulangmkios-2016.blogspot.com",spam
"Nasabah BRI Yth. Anda dapat cek 27.juta dari undian BRI Kode tripple cek anda (02599875) info hadiah anda klik www.bri-pusat2016.tk",spam
"Plnggan Yth, No SIMCARD INDOSAT Anda Resmi M,dpatkn Hadiah Ke2 Uang Cek Rp.100juta Dri PT.MTRONIK PIN ;M257K69 INFO Lnggkap Klik www.infomtronik89.blogspot.com",spam
"Gabung di www.gitartogel4.com , hanya dengan bermodalkan 25000 rupiah saja, anda bisa jadi jutawan dalam sekejap! Coba dan buktikan keberuntungan anda!!!",spam
"Casino online terbaik!Bonus referral live casino 0.10%, sportsbook 1%. Join sekarang, daftarkan teman anda di jayabet4.us , raih passive income setiap minggunya",spam
"SLMT No Anda trpilih mn-dpt HADIAH mobil TOYOTA YARIS dari Undian INDOSAT-2016 PIN Pemenang Anda;(8jf2177) U/Info cek di; www.indosat11.ml",spam
"NEED CASH!! Di setujui s/d 200jt syrt krt kredit proses cpt dan mdh hub : riska 081293971223 (WA),08567051047 PIN BB : D187F758",spam
"PESAN RESMI dari PT.INDOSAT,No anda terpilih sebagai pemenang HADIAH dengan No PIN 22A5DN1, U/Info klik www.kejutanindosatooredoo.blogspot.com",spam
"Pelanggan Yth,,, SELAMAT No Anda M-Dpt Hadiah 1 unit Mobil Toyota Yaris Dr Isi Pulsa Mtronik. PIN:8jf2177. Info Lnjt Klik: www.gebyar-mtronik2016.blogspot.com",spam
"Siang BPK/BU HARYO DWITO ARMONO butuh Dana dengan jamin/an bpkb MOBIL proses cepat, rate rendah, aman untuk seluruh wilayah indonesia HUB 081310118283 STEFANIE",spam
"Ayana Village, Rumah cantik 100jt an dkt stasiun 3raksa. Cicil 15 thn PASTI DISETUJUI. DP 0% Bunga 0%. Event 21 Agst 16 Menara Top Food Alam Sutra. 082297771908",spam
"Ini Rekeningnya,Bank BRI.6515 0100 0974 501.A/n JENI SAFIRA",spam
"Rasa ini seluas samudra yg tak mungkin bisa ku ukur , tlp aku klo kamu udah gak sibuk ke no.08091401053 , aku tunggu ya NO SEX & SARA . jgan lupa makan !!",spam
"Kami bantu scr LEGAL&HUKUM s/d BI Checking pntupan KK/KTA dg cr cicil ssuai kmmpuan,bunga 0%,Lunas dscnt diatas 50%.hub: Yola 081310255702/085772438650",spam
"SPECIAL UTK BPK/IBU PUTI IRRA - DAPATKAN MODAL USAHA -JAMINKAN BPKB MOBIL -BUNGA 0.7% -TANPA CEK BI -BS TAKEOVER -BS CORPORATE -082210011570 DINA",spam
"Welcome saayy.. Masih inget kan sm kita yg slalu ada disaat kamu sendiri..eheemm Telp ya 08091234560 biar rameee en Gregeetaannn :) no sex en sara yaa",spam
"GEBYAR HADIAH M-TRONIK 2016 berkat isi pulsa No. anda resmi meraih HADIAH dengan code PIN anda:2F54E77 U/ info klik: www.infohadiahmtronik2016.ga",spam
"SLMT No Anda trpilih men-dpt HADIAH mobil TOYOTA YARIS Undian INDOSAT PIN Pemenang Anda; (8jf2177) U/Info cek di; www.indosat99.blogspot.com",spam
"kmi bantu penutupan Kartu Kredit & KTA dg cara dicicil sesuai kemampuan dg bunga 0% atau Discount pelunasan 30-60% Clear BI Checking HUB YULI 087784999275",spam
"Terus Internetan di jaringan data terkuat Indosat Ooredoo dng paket Internet 2GB Rp60,000/30 Hari. SisaKuota 1.41GB, 4G:0.0KB. Beli EXTRA kuota/Upgrade paket kamu untuk merasakan kebebasan lebih *123#.",spam
"Ass.sy ibu siti yg Tempo hari smpt lihat lokasi Bpk/ibu kami Merasa Cocok dan Minat Namun U/Nego Harga Hub;Suami sy PAK,ISKANDAR 085397840187 Wsslm.(TP)",spam
"ayah isiin dl plsa as 20rb di 085257877059 skrng penting",spam
"BRI. MUAMAT AMES rek. 5632-0102-8797-530",spam
"Pay 1 For 2, Tiket nonton di CGV Blitz! Beli sekarang di ekado.co.id sebelum kehabisan! Klik http://goo.gl/x82MSf sekarang!",spam
"INFO RESMI brkt isi ulang pls SIM Card anda M-dpt hadiah ke(1).dri PT.MKIOS PIN:(ijh76k79) U/Info hub: 082257695778 atau klik:di www.undianmkios18.blogspot.com",spam
"pelanggan yth,slmat no simcard tri anda meraih HADIAH cek tunai Rp.35jt kejutan isi ulang pulsa dgn no pin:25AS9779 u/info klikL: www.layanantri.tk",spam
"TRAVELOKA Melayani E-tiket pesawat dgn hrg Promo,Aman,Mudah terpercaya U/info Pemesanan Hub:082317552844 www.traveloka.com",spam
"PROMO KTA !!! 50 JT =2,2 JT/BLN/3TH 100 JT=3,8 JT/BLN/3TH 200 JT=7,7 JT/BLN/3TH PROVISI 0%,3 HR CAIR RATE 1,1% INFO : ANGGA 085892821176",spam
"Dptkan pulsa 25rb setiap 5 kali transaksi SMS Banking pd tgl 1,5 & 25 Juli-Sept. Hanya utk 1000 plgn pertama. Info klik http://ore.do/2aaU4AO MFL1",spam
"Nasabah Yth,Rekening Tabungan Anda ERROR,Harus dimonitor Ulang Supaya Bisa Kembali Digunakan,Sebelum Kekantor Harap Hub Dulu BPK ANTONIO SIREGAR 085794777979",spam
"Maaf melalui sms masalah kontrakan yg bpk/ibu sewa yg punya skrag sdr sy Hendra no'nya 085335353563. kalau ada perlu atau mau perpanjang lagi kabarin saja dia",spam
"BPK/BU ARYO DWITO ARM BTH DANA CEPAT? BPKB MOBIL BS TAKE OVER TNPA CEK BI BS CORPORATE S/D 3M Ketik MEREK MOBIL-TIPE/Th Mobil/Alamat HUB 082316806121 WILDA",spam
"SPECIAL PROMO! DANA CASH 20-200JT BUNGA 1.11% PROSES CEPAT 100JT=3.887.671 SYARAT COPY KTP&KRTU KREDIT INFO HUB ERIK 08567074543 TERIMA KASIH",spam
"jk anda punya KartuKREDIT, usia max.53th, area JaBoDeTaBek, Anda bs ajukn Pinjaman/KTA dr bank kami, 30-200 jt, 1-3 thn, *Bnga1,1%. hub p.AAM diWA 08567001969",spam
"Butuh Dana Cepat Modal Usaha Renovasi Rumah dll proses cepat kunjungi www.pinjamandanatunaicepat.com or www.gadaibpkbmobilcepat.com or 08179962622 /085104991288",spam
"Nasabah BRI Yth.Norek anda t'pilih sebagai pemenang UNDIAN BRI-2016 kode pin anda (ijh76k79) U/info HADIAH anda klik www.undian2016bri.blogspot.co.id",spam
"Pesan Resmi Dari PT.PLANET 3CARE Indonesia Selamat !! SimCARD anda Mendapatkan Hadiah CEK TUNAI Senilai Rp.100jt Jatuh ke-pemanang (3) kode PIN:ij4t679 Silahkan CEK di : www.kejutan-planet3.blogspot.com",spam
"Brmslh dgn K.Krdt/KTA? kmi ada 2 solusi: 1.Mncicil ringan 2.Plnasan Disc 30%-70% Sarah 081212238803 / 081617777369",spam
"Pelanggan Toyota yg bbahagia,duo Toyota SIENTA & CALYA Bs dp20%,krdt bs smp 6th,tsedia unit tesdrve,prses cpt,dt d bntu,trima tkar tmbh allmerk hub 085811635379",spam
"Kami bantu secara LEGAL penutupan/pelunasan CC/KTA anda, dgn cicil sesuai kmampuan/Disc. 30% s/d 60%. HAPUS Black List BI. Hub ; Yanti 085692256383 081296343174",spam
"Kpd Yth bpk/Ibu PUTI IR Dapatkan Pinjaman Dana jaminan BPKB PROSES CEPAT TANPA CEK BI Cover Seluruh INDONESIA BISA TAKEOVER CALL",spam
"ma,isiin pulsa IM3 25rb di no 085850306474 skrg penting",spam
"TERIMA Kasih Selalu Mengisi Pulsa Hasil Pengundian PT.M-KIOS No.Anda Sebagai Pemenang Ke-4 Pin:(ijh76k79) cek pin anda di. www.hadiahpoinmkios.blogspot.com",spam
"GOOG NEWS! 100JT ONLY Rp3.887.777,- BUNGA RENDAH. 3 DAY'S APROVED CUKUP FOTO COPY: -KTP -KARTU KREDIT HUB:FEBBY 0857-7014-7475 0877-8282-3395 5E71C30B",spam
"0812 878 5291 Dijual Nomor Perdana Aktif Simpati 11 Digit Harga 250 Rb. DIKIRIM DULU KE TEMPAT ANDA, BARU BAYAR. Minat? SMS/Telp 0812 2020 5655 BBM 7D709918",spam
"Promo special Dana Tunai Tnp Jaminan 50Jt : 2.333.889 100Jt : 3.887.778 Proses Cpt, Bnga Flat FC.KTP & K.Kredit Sherly: 085894985159 / 085921354521",spam
"Pelanggan Yth: No.Anda Resmi terpilih sbg Pemenang Ke-2 dari Undian PT.M-KIOS dgn PIN PEMENANG: 77M2477 Silahkan Cek Hadiah Anda di: www.pesta279.blogspot.com",spam
